status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group,amount_group
بدون حساب جاری,7,تاخیر پرداخت شده,رادیو/تلویزیون,846,A65,بیشتر از ۷ سال,3,مرد مجرد,A101,4,A124,36,A143,A153,1,کارگر ماهر,1,A191,A201,1,45-36,کمتر از 1000
۰-۲۰۰ مارک,36,وام های موجود پرداخت شده,خودرو (نو),14318,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,2,A124,57,A143,A153,1,مدیر/خویش فرما,1,A192,A201,0,65-56,بیشتر از 10000
بدون حساب جاری,6,وضعیت بحرانی/سایر,خودرو (نو),362,A62,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A123,52,A143,A152,2,کارگر ساده,1,A191,A201,1,55-46,کمتر از 1000
کمتر از ۰ مارک,20,وام های موجود پرداخت شده,لوازم خانگی,2212,A65,۴-۷ سال,4,مرد مجرد,A101,4,A123,39,A143,A152,1,کارگر ماهر,1,A192,A201,1,45-36,5000-2000
۰-۲۰۰ مارک,18,وام های موجود پرداخت شده,خودرو (کارکرده),12976,A61,بیکار,3,زن مطلقه/جدا شده/متاهل,A101,4,A124,38,A143,A153,1,مدیر/خویش فرما,1,A192,A201,0,45-36,بیشتر از 10000
بدون حساب جاری,22,وام های موجود پرداخت شده,خودرو (نو),1283,A65,۴-۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A122,25,A143,A151,1,کارگر ماهر,1,A191,A201,1,25-18,2000-1000
بیشتر از ۲۰۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),1330,A61,کمتر از ۱ سال,4,مرد مجرد,A101,1,A121,26,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,30,تاخیر پرداخت شده,کسب و کار,4272,A62,۱-۴ سال,2,مرد مجرد,A101,2,A122,26,A143,A152,2,کارگر ساده,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,18,وضعیت بحرانی/سایر,رادیو/تلویزیون,2238,A61,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,1,A123,25,A143,A152,2,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
بدون حساب جاری,18,وام های موجود پرداخت شده,رادیو/تلویزیون,1126,A65,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A121,21,A143,A151,1,کارگر ماهر,1,A192,A201,1,25-18,2000-1000
۰-۲۰۰ مارک,18,وضعیت بحرانی/سایر,لوازم خانگی,7374,A61,بیکار,4,مرد مجرد,A101,4,A122,40,A142,A152,2,مدیر/خویش فرما,1,A192,A201,1,45-36,10000-5000
۰-۲۰۰ مارک,15,وضعیت بحرانی/سایر,کسب و کار,2326,A63,۱-۴ سال,2,مرد مجرد,A101,4,A123,27,A141,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,9,وام های موجود پرداخت شده,کسب و کار,1449,A61,۴-۷ سال,3,زن مطلقه/جدا شده/متاهل,A101,2,A123,27,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,18,وام های موجود پرداخت شده,خودرو (نو),1820,A61,۱-۴ سال,2,مرد متاهل/بیوه,A101,2,A122,30,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,35-26,2000-1000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,983,A64,کمتر از ۱ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A121,19,A143,A151,1,کارگر ساده,1,A191,A201,1,25-18,کمتر از 1000
کمتر از ۰ مارک,36,وام های موجود پرداخت شده,خودرو (نو),3249,A61,۴-۷ سال,2,مرد مجرد,A101,4,A124,39,A141,A153,1,مدیر/خویش فرما,2,A192,A201,1,45-36,5000-2000
کمتر از ۰ مارک,6,وضعیت بحرانی/سایر,رادیو/تلویزیون,1957,A61,۴-۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A123,31,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,9,وضعیت بحرانی/سایر,لوازم خانگی,2406,A61,بیکار,2,مرد مجرد,A101,3,A123,31,A143,A152,1,مدیر/خویش فرما,1,A191,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,39,تاخیر پرداخت شده,آموزش,11760,A62,۴-۷ سال,2,مرد مجرد,A101,3,A124,32,A143,A151,1,کارگر ماهر,1,A192,A201,1,35-26,بیشتر از 10000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,2578,A61,بیکار,3,زن مطلقه/جدا شده/متاهل,A101,4,A124,55,A143,A153,1,مدیر/خویش فرما,1,A191,A201,1,55-46,5000-2000
کمتر از ۰ مارک,36,وضعیت بحرانی/سایر,لوازم خانگی,2348,A61,۱-۴ سال,3,مرد متاهل/بیوه,A101,2,A122,46,A143,A152,2,کارگر ماهر,1,A192,A201,1,55-46,5000-2000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),1223,A61,بیشتر از ۷ سال,1,مرد مطلقه/جدا شده,A101,1,A121,46,A143,A151,2,کارگر ماهر,1,A191,A201,0,55-46,2000-1000
بدون حساب جاری,24,وضعیت بحرانی/سایر,رادیو/تلویزیون,1516,A64,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A121,43,A143,A152,2,کارگر ساده,1,A191,A201,1,45-36,2000-1000
بدون حساب جاری,18,وام های موجود پرداخت شده,رادیو/تلویزیون,1473,A61,کمتر از ۱ سال,3,مرد متاهل/بیوه,A101,4,A121,39,A143,A152,1,کارگر ماهر,1,A192,A201,1,45-36,2000-1000
۰-۲۰۰ مارک,18,وضعیت بحرانی/سایر,کسب و کار,1887,A65,۱-۴ سال,4,مرد متاهل/بیوه,A101,4,A121,28,A141,A152,2,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,24,تاخیر پرداخت شده,کسب و کار,8648,A61,کمتر از ۱ سال,2,مرد مجرد,A101,2,A123,27,A141,A152,2,کارگر ماهر,1,A192,A201,0,35-26,10000-5000
بدون حساب جاری,14,تاخیر پرداخت شده,خودرو (نو),802,A61,۱-۴ سال,4,مرد مجرد,A101,2,A123,27,A143,A152,2,کارگر ساده,1,A191,A201,1,35-26,کمتر از 1000
۰-۲۰۰ مارک,18,تاخیر پرداخت شده,خودرو (نو),2899,A65,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,43,A143,A152,1,کارگر ماهر,2,A191,A201,1,45-36,5000-2000
۰-۲۰۰ مارک,24,وام های موجود پرداخت شده,رادیو/تلویزیون,2039,A61,کمتر از ۱ سال,1,مرد متاهل/بیوه,A101,1,A122,22,A143,A152,1,کارگر ماهر,1,A192,A201,0,25-18,5000-2000
بدون حساب جاری,24,وضعیت بحرانی/سایر,خودرو (کارکرده),2197,A65,۴-۷ سال,4,مرد مجرد,A101,4,A123,43,A143,A152,2,کارگر ماهر,2,A192,A201,1,45-36,5000-2000
کمتر از ۰ مارک,15,وام های موجود پرداخت شده,رادیو/تلویزیون,1053,A61,کمتر از ۱ سال,4,مرد متاهل/بیوه,A101,2,A121,27,A143,A152,1,کارگر ماهر,1,A191,A202,1,35-26,2000-1000
بدون حساب جاری,24,وام های موجود پرداخت شده,رادیو/تلویزیون,3235,A63,بیشتر از ۷ سال,3,مرد مطلقه/جدا شده,A101,2,A123,26,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,35-26,5000-2000
بیشتر از ۲۰۰ مارک,12,وضعیت بحرانی/سایر,خودرو (نو),939,A63,۴-۷ سال,4,مرد متاهل/بیوه,A101,2,A121,28,A143,A152,3,کارگر ماهر,1,A192,A201,0,35-26,کمتر از 1000
۰-۲۰۰ مارک,24,وام های موجود پرداخت شده,رادیو/تلویزیون,1967,A61,بیشتر از ۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A123,20,A143,A152,1,کارگر ماهر,1,A192,A201,1,25-18,2000-1000
بدون حساب جاری,33,وضعیت بحرانی/سایر,خودرو (کارکرده),7253,A61,۴-۷ سال,3,مرد مجرد,A101,2,A123,35,A143,A152,2,مدیر/خویش فرما,1,A192,A201,1,35-26,10000-5000
بدون حساب جاری,12,وضعیت بحرانی/سایر,کسب و کار,2292,A61,بیکار,4,مرد مجرد,A101,2,A123,42,A142,A152,2,مدیر/خویش فرما,1,A192,A201,0,45-36,5000-2000
بدون حساب جاری,10,وام های موجود پرداخت شده,خودرو (نو),1597,A63,۱-۴ سال,3,مرد مجرد,A101,2,A124,40,A143,A151,1,کارگر ساده,2,A191,A202,1,45-36,2000-1000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,خودرو (نو),1381,A65,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A122,35,A143,A152,1,کارگر ماهر,1,A191,A201,0,35-26,2000-1000
بدون حساب جاری,36,وضعیت بحرانی/سایر,خودرو (کارکرده),5842,A61,بیشتر از ۷ سال,2,مرد مجرد,A101,2,A122,35,A143,A152,2,کارگر ماهر,2,A192,A201,1,35-26,10000-5000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),2579,A61,کمتر از ۱ سال,4,مرد مجرد,A101,1,A121,33,A143,A152,1,کارگر ساده,2,A191,A201,0,35-26,5000-2000
کمتر از ۰ مارک,18,تاخیر پرداخت شده,آموزش,8471,A65,۱-۴ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A123,23,A143,A151,2,کارگر ماهر,1,A192,A201,1,25-18,10000-5000
بدون حساب جاری,21,وام های موجود پرداخت شده,خودرو (نو),2782,A63,۴-۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A123,31,A141,A152,1,مدیر/خویش فرما,1,A191,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,18,وام های موجود پرداخت شده,خودرو (نو),1042,A65,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A122,33,A143,A152,1,کارگر ماهر,1,A191,A201,0,35-26,2000-1000
بدون حساب جاری,15,وام های موجود پرداخت شده,خودرو (نو),3186,A64,۴-۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,3,A123,20,A143,A151,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,خودرو (کارکرده),2028,A65,۱-۴ سال,4,مرد مجرد,A101,2,A123,30,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,12,وضعیت بحرانی/سایر,خودرو (نو),958,A61,۴-۷ سال,2,مرد مجرد,A101,3,A121,47,A143,A152,2,کارگر ساده,2,A191,A201,1,55-46,کمتر از 1000
بدون حساب جاری,21,تاخیر پرداخت شده,لوازم خانگی,1591,A62,۴-۷ سال,4,مرد مجرد,A101,3,A121,34,A143,A152,2,مدیر/خویش فرما,1,A191,A201,1,35-26,2000-1000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,2762,A65,بیشتر از ۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A122,25,A141,A152,1,کارگر ماهر,1,A192,A201,0,25-18,5000-2000
۰-۲۰۰ مارک,18,وام های موجود پرداخت شده,خودرو (کارکرده),2779,A61,۱-۴ سال,1,مرد متاهل/بیوه,A101,3,A123,21,A143,A151,1,کارگر ماهر,1,A192,A201,1,25-18,5000-2000
بدون حساب جاری,28,وضعیت بحرانی/سایر,رادیو/تلویزیون,2743,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,2,A123,29,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,18,وضعیت بحرانی/سایر,رادیو/تلویزیون,1149,A64,۱-۴ سال,4,مرد مجرد,A101,3,A121,46,A143,A152,2,کارگر ماهر,1,A191,A201,1,55-46,2000-1000
بدون حساب جاری,9,وام های موجود پرداخت شده,لوازم خانگی,1313,A61,بیشتر از ۷ سال,1,مرد مجرد,A101,4,A123,20,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,2000-1000
کمتر از ۰ مارک,18,وضعیت بحرانی/سایر,تعمیرات,1190,A61,بیکار,2,زن مطلقه/جدا شده/متاهل,A101,4,A124,55,A143,A153,3,بیکار,2,A191,A201,0,55-46,2000-1000
بدون حساب جاری,5,وام های موجود پرداخت شده,کسب و کار,3448,A61,۴-۷ سال,1,مرد مجرد,A101,4,A121,74,A143,A152,1,کارگر ساده,1,A191,A201,1,75+,5000-2000
۰-۲۰۰ مارک,24,وام های موجود پرداخت شده,سایر,11328,A61,۱-۴ سال,2,مرد مجرد,A102,3,A123,29,A141,A152,2,مدیر/خویش فرما,1,A192,A201,0,35-26,بیشتر از 10000
کمتر از ۰ مارک,6,وضعیت بحرانی/سایر,لوازم خانگی,1872,A61,بیکار,4,مرد مجرد,A101,4,A124,36,A143,A153,3,مدیر/خویش فرما,1,A192,A201,1,45-36,2000-1000
بدون حساب جاری,24,وضعیت بحرانی/سایر,تعمیرات,2058,A61,۱-۴ سال,4,مرد مطلقه/جدا شده,A101,2,A121,33,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,9,وام های موجود پرداخت شده,لوازم خانگی,2136,A61,۱-۴ سال,3,مرد مجرد,A101,2,A121,25,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,1484,A65,۱-۴ سال,2,مرد متاهل/بیوه,A101,1,A121,25,A143,A152,1,کارگر ماهر,1,A192,A201,0,25-18,2000-1000
بدون حساب جاری,6,وام های موجود پرداخت شده,تعمیرات,660,A63,۴-۷ سال,2,مرد متاهل/بیوه,A101,4,A121,23,A143,A151,1,کارگر ساده,1,A191,A201,1,25-18,کمتر از 1000
بدون حساب جاری,24,وضعیت بحرانی/سایر,خودرو (نو),1287,A64,بیشتر از ۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A121,37,A143,A152,2,کارگر ماهر,1,A192,A201,1,45-36,2000-1000
کمتر از ۰ مارک,42,وضعیت بحرانی/سایر,تعمیرات,3394,A61,بیکار,4,مرد مجرد,A102,4,A123,65,A143,A152,2,بیکار,1,A191,A201,1,65-56,5000-2000
بیشتر از ۲۰۰ مارک,12,همه پرداخت شده,کسب و کار,609,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A121,26,A143,A152,1,بیکار,1,A191,A201,0,35-26,کمتر از 1000
بدون حساب جاری,12,وام های موجود پرداخت شده,خودرو (نو),1884,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,39,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,45-36,2000-1000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,1620,A61,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A102,3,A122,30,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
۰-۲۰۰ مارک,20,تاخیر پرداخت شده,سایر,2629,A61,۱-۴ سال,2,مرد مجرد,A101,3,A123,29,A141,A152,2,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
بدون حساب جاری,12,وام های موجود پرداخت شده,آموزش,719,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,41,A141,A152,1,کارگر ساده,2,A191,A201,0,45-36,کمتر از 1000
۰-۲۰۰ مارک,48,وضعیت بحرانی/سایر,لوازم خانگی,5096,A61,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,3,A123,30,A143,A152,1,مدیر/خویش فرما,1,A192,A201,0,35-26,10000-5000
بدون حساب جاری,9,وضعیت بحرانی/سایر,آموزش,1244,A65,بیشتر از ۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A122,41,A143,A151,2,کارگر ساده,1,A191,A201,1,45-36,2000-1000
کمتر از ۰ مارک,36,وام های موجود پرداخت شده,خودرو (نو),1842,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A123,34,A143,A152,1,کارگر ماهر,1,A192,A201,0,35-26,2000-1000
۰-۲۰۰ مارک,7,وام های موجود پرداخت شده,رادیو/تلویزیون,2576,A61,۱-۴ سال,2,مرد مجرد,A103,2,A121,35,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
بیشتر از ۲۰۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,1424,A65,بیشتر از ۷ سال,3,زن مطلقه/جدا شده/متاهل,A101,4,A121,55,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,55-46,2000-1000
۰-۲۰۰ مارک,15,تاخیر پرداخت شده,تعمیرات,1512,A64,۱-۴ سال,3,مرد متاهل/بیوه,A101,3,A122,61,A142,A152,2,کارگر ماهر,1,A191,A201,0,65-56,2000-1000
بدون حساب جاری,36,وضعیت بحرانی/سایر,خودرو (کارکرده),11054,A65,۱-۴ سال,4,مرد مجرد,A101,2,A123,30,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,35-26,بیشتر از 10000
بدون حساب جاری,6,وام های موجود پرداخت شده,رادیو/تلویزیون,518,A61,۱-۴ سال,3,زن مطلقه/جدا شده/متاهل,A101,1,A121,29,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,کمتر از 1000
بدون حساب جاری,12,بدون وام/همه پرداخت شده,لوازم خانگی,2759,A61,بیشتر از ۷ سال,2,مرد مجرد,A101,4,A122,34,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,24,وام های موجود پرداخت شده,خودرو (کارکرده),2670,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,35,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,خودرو (نو),4817,A61,۴-۷ سال,2,مرد مجرد,A102,3,A122,31,A143,A152,1,کارگر ماهر,1,A192,A201,0,35-26,5000-2000
بدون حساب جاری,24,وام های موجود پرداخت شده,خودرو (کارکرده),2679,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A124,29,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,11,وضعیت بحرانی/سایر,خودرو (نو),3905,A61,۱-۴ سال,2,مرد مجرد,A101,2,A121,36,A143,A151,2,کارگر ماهر,2,A191,A201,1,45-36,5000-2000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,خودرو (کارکرده),3386,A61,بیشتر از ۷ سال,3,مرد مجرد,A101,4,A124,35,A143,A153,1,کارگر ماهر,1,A192,A201,0,35-26,5000-2000
کمتر از ۰ مارک,6,وام های موجود پرداخت شده,وسایل خانه,343,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A121,27,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,کمتر از 1000
